indicator_code,indicator_name,country_code,country_name,year,value
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2023,73.3681411743164
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2022,73.0559768676758
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2021,72.7159729003906
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2020,72.9768905639648
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2019,72.8010787963867
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2018,71.6701889038086
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2017,70.8797302246094
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2016,70.9572677612305
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2015,70.2378387451172
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2014,69.8328170776367
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2013,69.3683166503906
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2012,68.5151901245117
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2011,66.8281402587891
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2010,64.7143630981445
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2009,63.9608116149902
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2008,63.2282295227051
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2007,62.9699592590332
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2006,61.9459114074707
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2005,63.9414710998535
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2004,64.5749130249023
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2003,64.3340606689453
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2002,63.8376197814941
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2001,63.1577606201172
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,2000,62.666618347168
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1999,62.1533317565918
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1998,61.2734794616699
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1997,61.0568313598633
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1996,60.3634490966797
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1995,59.8654403686523
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1994,59.3387413024902
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1993,58.884578704834
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1992,58.4592208862305
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1991,58.1818313598633
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1990,58.1498794555664
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1989,57.6048393249512
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1988,57.2477493286133
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFE,Africa Eastern and Southern,1987,56.8461494445801
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2023,61.0263595581055
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2022,60.7809791564941
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2021,60.5108909606934
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2020,60.2528114318848
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2019,60.1363906860352
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2018,60.3549499511719
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2017,56.8785209655762
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2016,55.8716201782227
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2015,55.4100189208984
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2014,54.5429992675781
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2013,53.8403511047363
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2012,53.0023918151855
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2011,52.4428787231445
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2010,51.3876495361328
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2009,50.8471183776855
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2008,50.7501983642578
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2007,50.3038215637207
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2006,52.296558380127
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2005,51.6088981628418
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2004,51.4858207702637
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2003,50.1448593139648
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2002,49.5582504272461
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2001,48.8175086975098
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,2000,47.6228103637695
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1999,51.1494598388672
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1998,50.2893218994141
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1997,48.9060592651367
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1996,47.9012603759766
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1995,47.0360107421875
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1994,46.8628883361816
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1993,45.9790191650391
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1992,45.1378898620605
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1991,44.3483009338379
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1990,43.5425109863281
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1989,42.7605094909668
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1988,41.9626502990723
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1987,41.2768898010254
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1986,40.5111618041992
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",AFW,Africa Western and Central,1985,40.234790802002
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2023,78.616569519043
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2022,78.2719268798828
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2021,77.8672409057617
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2020,77.5577621459961
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2019,77.149772644043
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2018,76.9097137451172
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2017,76.5930099487305
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2016,75.9190979003906
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2015,77.1500396728516
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2014,76.3133087158203
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2013,76.2231979370117
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2012,75.1664123535156
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2011,74.2926483154297
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2010,72.5591812133789
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2009,71.9495315551758
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2008,70.9029388427734
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2007,70.038688659668
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2006,69.2106704711914
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2005,71.431022644043
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2004,70.8601379394531
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2003,69.9872817993164
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2002,67.2863006591797
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2001,66.2500228881836
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,2000,65.1564178466797
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,1999,64.2486190795898
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",ARB,Arab World,1998,63.2802886962891
